Symbol,Trade Date,Broker,ADV,Volatility,Beta,Mkt Cap (MM),Side,Order Shares,Executed Shares,POV,P_avg,Pd,P0,Pn,VWAP
MPC,8/6/24,Broker D,3156129.25,0.66,0.903885305,39477,Buy,237100,237100,0.126350805,130.34,127.08,127.07,133,130.3099042
XEL,8/6/24,Broker D,3795987.5,0.26,0.411776662,39727,Buy,321100,321100,0.135254064,71.35,70.3,70.43,71.63,71.30318263
DFS,8/6/24,Broker E,2594477.75,0.77,1.18055141,41593,Buy,173900,173900,0.109458444,176.13,171.05,171.04,179.29,176.0021304
YUM,8/6/24,Broker B,2512590.25,0.33,0.630044401,39132,Buy,219700,219700,0.098319899,145.65,143.14,143.22,146.69,145.643983
FIS,8/6/24,Broker B,4254328,0.48,0.729293287,40453,Buy,254400,254400,0.076830341,80.15,78.5,78.61,81.49,80.10961596
PWR,8/6/24,Broker E,1551233.25,0.53,1.243507385,37625,Sell,108000,90100,0.150274912,257.63,263.36,263.38,261.92,257.7361463
VST,8/6/24,Broker A,8435292,0.94,1.630477905,36234,Buy,674700,674700,0.114008444,117.86,114,114.1,120.16,117.7757973
OTIS,8/6/24,Broker A,2712143.75,0.37,0.794259965,38396,Buy,167800,167800,0.120967932,100.01,98.37,98.64,101.1,99.9179008
ED,8/6/24,Broker C,3002038.25,0.26,0.309197754,39968,Buy,235400,235400,0.084917317,113.72,112.15,112.23,114.96,113.64645
CMI,8/6/24,Broker B,1025966.188,0.55,1.032185197,37770,Sell,70400,70400,0.123521304,271.72,278.07,278.02,275,271.8222157
URI,8/6/24,Broker E,761241.625,0.55,1.479452729,37278,Sell,71800,71800,0.089523916,573.03,588.34,588.48,585.67,573.1062831
TEL,8/6/24,Broker B,2187387,0.51,1.162813902,38413,Sell,184600,184600,0.098815601,126.05,129.06,129.02,128.25,126.0689585
BKR,8/6/24,Broker B,8978361,0.68,0.912857592,37435,Buy,714400,714400,0.115504103,39.61,38.52,38.54,39.9,39.5523068
TRGP,8/6/24,Broker B,2373329,0.71,1.006133914,35801,Sell,216700,216700,0.147082992,167.03,172.25,172.22,170.77,167.0354518
PCG,8/6/24,Broker C,18206530,0.3,0.577123642,37009,Buy,1556200,1556200,0.130972889,17.56,17.16,17.3,17.58,17.50156691
F,8/6/24,Broker B,154269360,0.51,0.947989166,37658,Sell,11333300,11333300,0.190926194,9.32,9.63,9.53,9.51,9.388882957
AME,8/6/24,Broker A,1552392.625,0.38,0.908328295,35823,Sell,154300,154300,0.154292358,153.47,156.33,156.14,153.76,153.5626473
HES,8/6/24,Broker E,2205686.5,0.57,0.845936716,39072,Sell,181300,181300,0.116820114,125.95,129.24,129.28,128,126.031092
ETR,8/6/24,Broker B,5055218.5,0.32,0.588191152,35935,Sell,258700,256100,0.119101485,81.47,82.75,82.61,82.56,81.53039623
PRU,8/6/24,Broker B,2169791,0.52,0.964037359,34333,Buy,126500,126500,0.058075669,101.41,99.36,99.37,101.76,101.395365
SYY,8/6/24,Broker A,3494709.5,0.33,0.499918789,34951,Buy,215800,215800,0.130015011,72.78,71.81,71.88,73.04,72.64190352
TTWO,8/6/24,Broker A,1877009.375,0.37,0.942398071,36210,Buy,173700,173700,0.085778038,214.67,211.34,211.23,217.03,214.5897398
VLO,8/6/24,Broker E,4028594.5,0.69,1.000251889,34226,Buy,383400,339300,0.124197804,112.34,108.98,109.1,114.43,112.2485806
CBRE,8/6/24,Broker A,2165243.75,0.44,1.102758408,34651,Sell,203700,203700,0.130308874,114.9,117.15,117.12,115.61,114.9790504
ACGL,8/6/24,Broker E,1782318.875,0.41,0.650769889,33736,Buy,144300,144300,0.180183129,94.2,92.33,92.32,94.58,94.12504301
EA,8/6/24,Broker E,3472875.25,0.31,0.707976997,36989,Buy,292800,292800,0.123906019,147.52,145.02,145.06,148.66,147.4648718
WEC,8/6/24,Broker E,2579657.75,0.21,0.450434834,34130,Sell,145800,145800,0.078891451,106.93,108.3,108.18,107.6,107.0381337
DHI,8/6/24,Broker B,3912135,0.41,0.862580538,38054,Buy,210400,210400,0.081818308,123.37,121.15,121.33,123.97,123.3104619
CTSH,8/6/24,Broker A,4620921.5,0.45,0.897250831,33549,Buy,481700,434900,0.130722412,70.68,69.32,69.34,70.79,70.58011233
VICI,8/6/24,Broker E,8872924,0.29,0.661714256,33973,Buy,781700,781700,0.128247942,33.18,32.62,32.64,33.24,33.09613163
HIG,8/6/24,Broker B,1744182.625,0.36,0.681961477,32598,Sell,96100,96100,0.190994088,116,117.98,117.82,116.86,116.078787
IDXX,8/6/24,Broker D,920356.4375,0.47,1.024811983,32955,Buy,58000,58000,0.18278139,419.97,412.31,412.29,420.66,419.9211749
CSGP,8/6/24,Broker C,3336447.5,0.46,1.052419782,32817,Sell,244700,237500,0.128333923,77.45,79.2,79,77.83,77.50847618
CHTR,8/6/24,Broker C,1460611,0.5,0.81772697,51101,Sell,92000,88600,0.069473232,331.25,338,337.92,333.59,331.23973
CAH,8/6/24,Broker B,2750151.25,0.3,0.615272462,31686,Buy,142700,142700,0.090563667,137.55,135.79,135.75,138.9,137.4848434
WTW,8/6/24,Broker D,719839.0625,0.32,0.564704597,31380,Buy,47600,47600,0.130703979,327.28,322.62,322.74,327.4,327.2153106
GLW,8/6/24,Broker E,7247951.5,0.55,1.127289295,34871,Buy,366500,366500,0.188270656,41.85,41.01,40.97,42.27,41.78693036
VMC,8/6/24,Broker C,1552427.25,0.32,0.91711092,30934,Sell,148000,148000,0.129740994,236.41,240.39,240.39,238.74,236.4386288
HUM,8/6/24,Broker A,1663929.125,0.52,0.504744947,29680,Buy,151600,151600,0.172852407,269.98,264.18,264.31,273.92,269.9114376
EBAY,8/6/24,Broker A,5998861,0.38,0.746352613,30584,Buy,507000,480400,0.193409869,68.06,66.82,67.01,68.1,67.93468113
GIS,8/6/24,Broker C,7428856.5,0.32,0.222607225,31580,Buy,550800,550800,0.117618968,58.66,57.74,57.78,59.42,58.66412241
RMD,8/6/24,Broker D,1162067.625,0.38,1.053770781,30970,Buy,67300,67300,0.163103207,217.44,214.14,214.16,219.12,217.3771511
IT,8/6/24,Broker E,862088.0625,0.45,1.129665256,30243,Sell,60400,57300,0.101948132,391.55,399.82,399.68,393.1,391.6462901
EQT,8/6/24,Broker D,8427179,0.55,1.113951445,28486,Sell,509300,509300,0.187959536,49.28,50.4,50.32,50.21,49.32680428
MLM,8/6/24,Broker D,607821.625,0.33,0.953669608,29395,Buy,30500,30500,0.176584054,497.89,491.28,491.48,498.36,497.8353626
CNC,8/6/24,Broker B,4603081,0.31,0.406555951,28776,Sell,401700,349200,0.082207624,59.97,60.94,60.91,60.24,60.03070232
EXR,8/6/24,Broker A,1285439.375,0.39,0.8493523,29330,Sell,80100,80100,0.096568746,138.5,140.73,140.54,138.86,138.591465
NDAQ,8/6/24,Broker D,3591433.75,0.46,0.828990459,40567,Buy,264000,264000,0.161875913,73.08,71.8,71.69,74.08,73.07690001
VTR,8/6/24,Broker A,3759618.25,0.28,0.697105527,29243,Sell,265800,265800,0.106009206,67.25,68.19,68.03,67.99,67.35158562
GRMN,8/6/24,Broker D,1260726.25,0.65,0.991939723,35947,Sell,128700,123700,0.171812654,183.44,188.64,188.72,185.72,183.5378481
A,8/6/24,Broker A,2477031.75,0.47,0.998218417,28584,Buy,189500,186500,0.092917232,104.06,102.04,102.19,105.46,103.947115
WAB,8/6/24,Broker B,1099454.375,0.48,1.110182405,28560,Buy,62000,62000,0.119916935,173.61,170.29,170.34,173.77,173.5216813
IR,8/6/24,Broker A,3131694,0.52,1.183133483,28103,Sell,222600,222600,0.179705598,69.89,71.26,71.28,70.82,70.0191339
STZ,8/6/24,Broker E,2573782.25,0.32,0.651316345,33844,Buy,212500,212500,0.15452738,191.02,187.77,187.78,191.45,190.943629
AWK,8/6/24,Broker D,1828562.625,0.3,0.470711619,28692,Sell,154700,154700,0.19617253,146.83,148.97,149.01,147.59,146.9003569
AVB,8/6/24,Broker B,957343.8125,0.39,0.853089452,28729,Buy,51800,51800,0.087665556,206.29,202.81,202.99,208.18,206.2732267
ODFL,8/6/24,Broker E,1910647.125,0.58,1.112155557,31794,Buy,140800,122500,0.182112851,156.49,152.74,152.82,159.38,156.4316764
GEHC,8/6/24,Broker B,5121890.5,0.71,1.147836328,27690,Buy,296700,296700,0.080973148,63.52,61.81,61.92,64.78,63.46226549
LULU,8/6/24,Broker D,3117086,0.75,0.817370057,30631,Buy,273000,273000,0.180460073,261.65,254.03,254.04,267.85,261.6150684
BRO,8/6/24,Broker B,1961675.125,0.32,0.701902211,32509,Buy,163200,152100,0.165864656,119.14,117.3,117.27,119.8,119.1265407
DTE,8/6/24,Broker C,1640223.5,0.26,0.47982955,27347,Sell,133900,133900,0.181269685,131.45,133.28,133.24,132.34,131.4390234
BR,8/6/24,Broker E,621545.6875,0.36,0.782384157,26690,Buy,38500,38500,0.196575948,238.89,234.67,234.88,242.53,238.7593357
EFX,8/6/24,Broker E,1234932.125,0.52,1.309583545,26868,Buy,91500,91500,0.15051914,226.78,221.43,221.61,227.58,226.7140926
OXY,8/6/24,Broker C,15108736,0.7,0.679570973,36670,Buy,1450500,1450500,0.11669733,40.44,39.1,39.27,40.92,40.42024957
XYL,8/6/24,Broker A,1987830.125,0.41,1.123633265,26408,Sell,136600,136600,0.101150744,108.24,110.01,109.98,108.5,108.3309529
TSCO,8/6/24,Broker B,5318770.5,0.45,0.765961647,26363,Sell,484100,419800,0.092593879,49.21,50.33,50.24,49.49,49.23718463
DXCM,8/6/24,Broker C,4825727,0.55,1.070894837,25922,Buy,474800,474800,0.092312412,69.89,68.12,68.18,70.87,69.84092168
AEE,8/6/24,Broker E,2107070.25,0.25,0.507441759,26065,Buy,166700,166700,0.077886701,99.71,98.24,98.3,100.13,99.54173299
MTB,8/6/24,Broker E,1625571.25,0.47,0.980700493,25756,Buy,112400,99900,0.100530336,163.03,159.54,159.76,165.86,162.9212472
ANSS,8/6/24,Broker D,632879.5625,0.41,1.127478838,26115,Sell,37100,37100,0.198194752,295.88,300.88,300.79,297.43,295.8761262
DELL,8/6/24,Broker D,8990889,0.93,1.688794136,57495,Buy,862700,862700,0.155873091,87.48,84.36,84.41,89.45,87.44716203
PPL,8/6/24,Broker B,5713525,0.25,0.522806942,26096,Buy,346200,321700,0.133416388,36.04,35.64,35.61,36.11,35.98197587
ROK,8/6/24,Broker D,1085357.25,0.53,1.038438201,25660,Buy,66700,66700,0.10994142,236.19,231.47,231.51,237.81,236.101662
DAL,8/6/24,Broker D,15970300,0.95,1.207352281,25772,Sell,855300,855300,0.174144549,38.86,40.18,40.07,38.96,38.93249662
NUE,8/6/24,Broker C,2965347.25,0.63,1.079811215,24614,Buy,163400,163400,0.170329411,112.5,109.93,110,113.4,112.5259999
CHD,8/6/24,Broker C,1830031.375,0.27,0.411989838,25384,Buy,130300,130300,0.085849582,106.98,105.53,105.59,107.59,106.9612802
FANG,8/6/24,Broker A,3052251.25,0.82,0.885042548,38922,Sell,212700,212700,0.11315925,130.55,134.35,134.32,132.55,130.6283618
KHC,8/6/24,Broker D,12042805,0.33,0.360269487,35730,Sell,887800,887800,0.157196863,29.62,29.98,30.07,29.92,29.67512947
DD,8/6/24,Broker C,3624361,0.71,0.984351695,25156,Buy,201900,201900,0.074457799,61.78,60.36,60.28,62.88,61.75528809
MPWR,8/6/24,Broker D,1145968.625,1.11,1.914679885,24331,Buy,108900,108900,0.193931828,536.26,514.83,514.88,537.58,536.1943508
ATO,8/6/24,Broker A,1068291.25,0.23,0.55874145,24847,Buy,61800,61800,0.179817178,158.37,156.93,156.98,159.11,158.2402521
IRM,8/6/24,Broker D,2148413.75,0.49,1.041708589,24072,Buy,183700,153300,0.139087442,85.42,83.59,83.74,86.13,85.38462195
SBAC,8/6/24,Broker C,1136725.875,0.32,0.55840081,24366,Sell,98900,98900,0.125732785,226.48,230.11,230.17,227.85,226.5187591
HSY,8/6/24,Broker E,1714671.625,0.32,0.440539747,33721,Sell,166400,166400,0.173932251,163.54,166.68,166.57,163.87,163.6284961
RJF,8/6/24,Broker D,1904403.75,0.49,1.124410748,26810,Sell,124800,124800,0.069445409,130.48,133.14,133.07,132.39,130.536812
TPL,8/6/24,Broker A,145288.7344,0.87,1.070005655,28707,Sell,7800,7800,0.06106592,1249.68,1283.8,1283.91,1261.17,1249.782156
LEN,8/6/24,Broker B,3604617.5,0.41,0.952108204,27192,Buy,206200,206200,0.148221388,106.11,104.32,104.32,107.15,106.070833
IP,8/6/24,Broker D,6315342,0.57,0.763397038,23786,Buy,458700,458700,0.073835748,47.38,46.26,46.33,48.28,47.36738776
TYL,8/6/24,Broker A,289309.8438,0.37,0.932694316,23947,Sell,14800,14800,0.067885448,559.78,567.12,567.07,564.01,559.8784
GDDY,8/6/24,Broker C,1731630.75,0.4,1.121523619,23532,Buy,111400,111400,0.119060578,174.75,171.74,171.82,175.51,174.7109961
CNP,8/6/24,Broker B,6544230,0.2,0.511033058,23818,Sell,592700,592700,0.09645687,36.48,37.15,36.92,36.77,36.55128855
IQV,8/6/24,Broker E,2062076.375,0.54,0.965077341,24899,Buy,133600,113300,0.077850581,145.47,142.41,142.38,146.92,145.3489115
DRI,8/6/24,Broker A,1471352.875,0.41,0.675583124,23062,Buy,99800,99800,0.111060178,203.45,200.06,200.3,205.24,203.3686292
STT,8/6/24,Broker C,2406070.25,0.51,0.965664208,23269,Sell,187300,187300,0.14577881,80.09,82.12,81.88,81.47,80.09124932
KEYS,8/6/24,Broker C,1073229.625,0.59,1.460006237,22790,Sell,85900,85900,0.126136996,130.34,133.83,133.63,132.72,130.4067131
EQR,8/6/24,Broker D,2058523.25,0.41,0.833705187,25639,Buy,112700,112700,0.124841901,69.18,68.08,68.1,69.71,69.18285486
PPG,8/6/24,Broker C,2583960.25,0.52,0.913599849,22561,Buy,225800,208900,0.1974918,102.22,100.1,99.97,104.29,102.187025
FITB,8/6/24,Broker D,6024540,0.51,1.154086709,22261,Buy,479100,479100,0.121211204,34.81,34.05,34.08,35.04,34.75953215
ADM,8/6/24,Broker C,5736518,0.43,0.613135517,23091,Buy,376900,329100,0.081345865,49.16,48.12,48.32,49.36,49.15646143
CBOE,8/6/24,Broker D,1028178.75,0.3,0.335441858,22449,Sell,59900,59900,0.118172065,215.6,218.53,218.39,218.36,215.6712855
EXE,8/6/24,Broker A,6257997,0.43,0.875163198,23791,Buy,599200,599200,0.166963968,108.7,106.4,106.7,110.24,108.6173102
HPQ,8/6/24,Broker B,10433243,0.69,1.06854558,22389,Buy,745900,745900,0.088166129,24.54,23.83,23.89,25.04,24.47724466
FTV,8/6/24,Broker E,2953923,0.5,1.015593648,21779,Sell,241000,241000,0.111865873,63.21,64.89,64.73,64.41,63.30538946
EIX,8/6/24,Broker A,3870291.5,0.38,0.615453899,21488,Buy,255000,255000,0.128962548,57.97,57.13,57.14,57.9,57.86837532
K,8/6/24,Broker C,2832324.25,0.04,0.390702844,28449,Buy,176700,167800,0.163836338,82.55,82.47,82.31,82.77,82.55789409
VLTO,8/6/24,Broker D,1591432.75,0.37,1.5,21630,Buy,110000,98900,0.160056431,90.13,88.8,88.76,90.84,90.06722724
DOV,8/6/24,Broker D,1323083.75,0.51,1.118279934,21659,Buy,114800,114800,0.090498705,163.65,159.94,160.09,164.01,163.6187701
STE,8/6/24,Broker A,602092.9375,0.32,0.631336212,21495,Buy,39400,39400,0.193057575,224.44,221.48,221.66,225.69,224.3380065
UAL,8/6/24,Broker D,12011164,1.08,1.18553853,21399,Sell,1187200,1187200,0.184864748,62.88,65.6,65.58,64.82,62.96884147
CMS,8/6/24,Broker B,2745851.25,0.23,0.402545393,21566,Buy,175900,175900,0.176863092,74.06,73.09,73.2,74.5,74.01722151
FE,8/6/24,Broker C,5861474.5,0.28,0.476894647,24124,Buy,408000,408000,0.14394298,42.75,42.13,42.18,43.04,42.76003833
NVR,8/6/24,Broker E,26889.36719,0.39,0.721931219,21180,Buy,2400,2400,0.093088232,7356.19,7210,7210.07,7402.16,7356.072474
CPAY,8/6/24,Broker A,511122.2813,0.7,1.102929354,20953,Buy,50600,50600,0.094617837,314.82,306.16,306.2,319.45,314.6582088
TDY,8/6/24,Broker D,304619.3125,0.41,0.851020634,21234,Buy,23200,23200,0.177202289,470.38,461.94,462.09,471.58,470.2351858
ES,8/6/24,Broker A,2653985.75,0.35,0.498877913,20696,Buy,185400,185400,0.152986342,58.19,57.32,57.39,58.53,58.0129684
MTD,8/6/24,Broker C,196380.4375,0.55,1.060753942,20219,Sell,10700,10000,0.100336713,976.88,996.88,996.77,987.36,976.8595173
MCHP,8/6/24,Broker D,13373664,1.16,1.530130506,21206,Sell,1362200,1279100,0.098867191,37.83,39.53,39.53,37.89,37.8659807
CINF,8/6/24,Broker C,926051.375,0.41,0.634547472,19996,Sell,49500,49500,0.11689569,129.94,132.02,132.09,130.03,129.9552227
WRB,8/6/24,Broker A,2284885,0.37,0.595682919,25539,Buy,123900,123900,0.145436653,70.05,69.05,69.14,70.48,69.96900313
DG,8/6/24,Broker B,5504300.5,0.46,0.147626966,21029,Sell,554900,478800,0.108062011,93.83,95.95,95.9,95.56,93.91520782
SW,8/6/24,Broker D,4414833.5,0.57,1.5,21286,Buy,262700,261200,0.135244443,42.29,41.35,41.42,42.78,42.24349467
CDW,8/6/24,Broker A,1711498.375,0.53,1.044915199,19557,Sell,111800,100600,0.199259144,147.96,150.75,150.74,148.24,148.0728146
VRSN,8/6/24,Broker E,912534.6875,0.29,0.593307614,22717,Buy,48700,48700,0.090547786,250.08,246.58,246.61,253.09,250.0061021
LYV,8/6/24,Broker D,2976203.75,0.53,1.095992446,28820,Sell,165000,155900,0.068581134,124.88,127.5,127.31,125.55,124.9266876
DVN,8/6/24,Broker C,10589528,0.85,0.784066737,19133,Buy,818800,818800,0.106392843,30.73,29.75,29.78,31.44,30.6891011
HPE,8/6/24,Broker B,29635630,0.83,1.436243892,19467,Buy,2452400,2452400,0.085553855,15.68,15.02,15.18,16.08,15.65829707
HBAN,8/6/24,Broker B,25923222,0.59,1.129999638,19676,Sell,1870700,1870700,0.102346079,13.13,13.64,13.46,13.26,13.21974692
NRG,8/6/24,Broker B,3331282.75,0.74,1.218113065,18959,Sell,360200,327200,0.115344361,93.76,96.8,96.85,95.36,93.79943304
DOW,8/6/24,Broker C,9681285,0.76,0.934338987,19846,Sell,841600,841600,0.106027645,27.4,28.34,28.27,28.27,27.47259216
HAL,8/6/24,Broker E,14295516,0.79,0.9959566,18895,Sell,1126100,997000,0.097657162,21.34,22.11,22.02,21.53,21.52378692
TROW,8/6/24,Broker B,2628548.75,0.55,1.24284482,18568,Buy,167500,167500,0.115438466,87.78,85.81,85.88,88.43,87.81254103
ZBH,8/6/24,Broker A,2224673.75,0.3,0.66424644,19026,Buy,135100,135100,0.15813229,98.87,97.75,97.75,98.92,98.74328005
PHM,8/6/24,Broker C,2378124.5,0.43,0.928031027,18770,Buy,227300,227300,0.188691296,96.47,94.26,94.51,98.39,96.45890994
INVH,8/6/24,Broker A,3488844.75,0.31,0.804176807,20470,Sell,274700,274700,0.146728626,32.98,33.65,33.42,33.2,33.05721118
WAT,8/6/24,Broker A,577985.25,0.53,0.874369264,18814,Sell,53900,53400,0.093143425,313.85,321.1,320.88,317.25,313.9358786
CTRA,8/6/24,Broker B,7670125,0.45,0.794653773,18957,Sell,400100,400100,0.069064032,24.9,25.54,25.35,25.14,24.93497272
MKC,8/6/24,Broker C,2814116.5,0.32,0.453034908,20013,Buy,272100,248800,0.192082769,76.7,75.4,75.48,76.78,76.73291515
CCL,8/6/24,Broker C,30730354,0.84,1.585720658,22498,Buy,1620700,1620700,0.122044327,18.51,17.84,18.01,18.99,18.50018236
WY,8/6/24,Broker D,3923671.75,0.41,0.926903367,17921,Buy,245500,245500,0.078417444,26.07,25.55,25.64,26.2,26.02858137
EXPE,8/6/24,Broker A,2731665,0.76,1.383257627,18899,Buy,266800,266800,0.118084322,155.11,150.43,150.6,156.67,155.0055
SYF,8/6/24,Broker E,5665065,0.79,1.195883751,18361,Buy,333300,301200,0.171446825,50.03,48.53,48.66,50.1,49.90710185
IFF,8/6/24,Broker A,2113117.5,0.43,0.765907586,18594,Sell,130700,130700,0.074864269,71.58,72.88,72.73,72.26,71.68403338
NI,8/6/24,Broker B,5584637.5,0.29,0.636198223,17935,Buy,315300,315300,0.128069586,39.86,39.24,39.34,40.25,39.84410788
MAA,8/6/24,Broker E,1073008.875,0.33,0.744632661,18099,Sell,66000,66000,0.098339796,155.15,157.62,157.68,156.47,155.2721184
LDOS,8/6/24,Broker E,1774806.75,0.33,0.886574626,17724,Sell,157500,157500,0.154457909,138.18,140.65,140.72,138.63,138.2715005
HUBB,8/6/24,Broker E,752433.75,0.47,1.161202312,17637,Buy,39000,38900,0.139583221,341.5,334.9,335.02,344.06,341.3548225
DGX,8/6/24,Broker D,1434326.75,0.25,0.461955011,17963,Buy,124500,124500,0.086475503,166.14,164.03,164.04,167.74,166.143409
WBD,8/6/24,Broker C,44823424,1.01,1.16329062,19642,Buy,3287100,3287100,0.139882066,8.45,8.11,8.16,8.64,8.484037756
LH,8/6/24,Broker A,818770,0.33,0.56757921,17756,Buy,69000,69000,0.17343038,219.44,216.3,216.36,221.69,219.3132292
MOH,8/6/24,Broker B,752848.375,0.42,0.305419803,16524,Sell,43600,43600,0.06211137,315.71,321.53,321.35,320.59,315.7982412
LII,8/6/24,Broker E,457593.5,0.48,1.069374204,19202,Buy,34400,34400,0.082923846,567.75,555.45,555.45,568.38,567.6262253
ESS,8/6/24,Broker E,526468.6875,0.42,0.903372884,17425,Buy,27800,27800,0.089080953,279.76,274.72,274.81,282.92,279.6737827
RF,8/6/24,Broker B,11484495,0.53,1.14174211,17285,Buy,1038700,910500,0.179536005,19.5,19.23,19.06,19.57,19.4571487
TSN,8/6/24,Broker E,2524327,0.29,0.444923162,21653,Buy,144000,144000,0.089052014,61.99,61.15,61.11,62.12,61.90836433
BIIB,8/6/24,Broker D,1859786.375,0.44,0.701340735,17051,Buy,131200,125000,0.126604143,120.82,118.61,118.67,120.87,120.7720065
PODD,8/6/24,Broker B,913339.9375,0.47,1.104999661,16754,Buy,52100,51700,0.105540837,249.18,244.54,244.56,250.11,249.1060694
NTRS,8/6/24,Broker D,1545806.5,0.52,1.090333939,16920,Buy,97400,97400,0.138190281,90.07,88.15,88.29,91.77,90.0901677
PTC,8/6/24,Broker C,1066607.125,0.44,1.078693867,16800,Buy,81600,71800,0.074987815,145.1,142.27,142.45,146.39,145.0850644
CLX,8/6/24,Broker E,1512404.375,0.23,0.525460303,17079,Buy,111900,93300,0.133500995,141.89,139.96,140.12,142.19,141.7653796
GPN,8/6/24,Broker D,3507925.75,0.84,0.966453552,16589,Sell,353900,315300,0.133944103,67.27,69.66,69.56,67.84,67.29443595
WSM,8/6/24,Broker A,3767200.25,0.79,1.285576701,17028,Buy,294700,294700,0.080409205,142.74,138.87,138.8,145.32,142.6553022
NTAP,8/6/24,Broker A,2661723.75,0.59,1.255655408,16615,Sell,216300,184800,0.178705167,80.44,82.2,82.2,81.48,80.50229176
STLD,8/6/24,Broker B,2060822.125,0.57,1.085546494,17021,Buy,114800,105700,0.116477601,120.5,118.06,118.02,122.42,120.4177191
PKG,8/6/24,Broker A,1002152,0.39,0.758322477,16373,Sell,55800,55800,0.169802445,183.02,185.64,185.6,183.63,183.1614787
ULTA,8/6/24,Broker E,1273502.75,0.66,0.72329247,16568,Buy,120600,120600,0.164099717,377.55,366.45,366.58,381.84,377.4496863
FDS,8/6/24,Broker E,352102.2813,0.36,0.788227975,15673,Buy,36400,32700,0.086297785,431.88,423.72,423.65,437.05,431.7605878
DPZ,8/6/24,Broker C,719962.3125,0.39,0.976678789,16060,Buy,40800,40700,0.19985466,481.74,474.09,474.15,486.3,481.6993991
DECK,8/6/24,Broker D,3603507.5,0.77,0.957816899,15716,Sell,305000,305000,0.194395259,101.1,104.28,104.25,101.7,101.1151413
STX,8/6/24,Broker D,4192351,0.75,1.502993703,15652,Buy,407900,407900,0.142412408,76.99,74.65,74.67,78.46,76.95733996
SNA,8/6/24,Broker A,519470.875,0.45,0.87209785,15288,Buy,37300,37300,0.191493918,310.86,305.57,305.55,311.27,310.7335556
DLTR,8/6/24,Broker B,6869030,0.79,0.797286034,17131,Buy,632900,632900,0.19872854,82.7,80.14,80.08,82.8,82.67106976
GPC,8/6/24,Broker B,1654921.25,0.42,0.686277211,15519,Sell,142000,142000,0.112681685,111.3,113.7,113.58,111.74,111.3009299
SMCI,8/6/24,Broker B,53867424,1.05,2.397611856,17514,Buy,5506800,4968600,0.163971554,32.18,30.91,30.93,32.8,32.15045323
COO,8/6/24,Broker E,2442022.25,0.45,0.941235423,15739,Buy,200100,200100,0.17472774,81.2,79.19,79.47,81.95,81.12425225
